     LAMBDA/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,      solmain1,         fpi21,           fpi,         fpi22,   solsample_z,       solpi21,      solpi21a,     solpi22.3,       solpic1,       solpic2,        Q_coil,     solmain1s,          none,         cc1r1,       loop0yh,         cc3r1,        loop0z,     solphase1,     solphase2,   solanalyzer,      solguide,         cc1y1,         cc1y2,         cc3y1,         cc3y2,         cc1z1,         cc1z2,         cc3z1,    solphase1s,     solmain1h,    solsample1,        loop1z,        loop1y,        loop2z,        loop2y,        solaux,  solphase1ccx,  solphase1ccy,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
     Lambda/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,     pow01: main,     pow02: pi21,     pow03: pi  ,     pow04: pi22,          pow05,          pow06,          pow07,          pow08,          pow09,         pow10,         pow11,         pow12,         pow13,         pow16,         pow17,         pow18,         pow19,    pow20: pha1,         pow21,         pow22,         pow23,         pow24,         pow25,         pow26,         pow27,         pow28,         pow29,         pow30,         pow32,         pow33,         pow34,         pow35,         pow36,         pow37,         pow38,          dum1,          dum2,          dum3,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
            12,       0.48984,          0.25,           8.5,      8.500208,      0.038975,     -3182.327,             0,      3.464887,     -0.163397,    -0.2405753,    -0.2809782,     0.9324893,     0.4757716,    -0.8135186,    -0.6707707,             0,            -0,             0,             0,             0,      1.291369,   0.008093532,     0.8254728,             0,    -0.3970588,             0,             9,            -5,   -0.09865667,   -0.09865667,     0.0295816,     0.0295816,    0.03833546,    0.03833546,  -0.002813176,             0,             0,      1.233649,     -3.962766,     0.1552785,      4.684064,    -0.4518151,             0,     -1.523816,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.02643549,             1,    1775191310 
            12,       0.48984,          0.25,            11,      11.00026,     0.0389457,     -3182.327,             0,      4.504507,    -0.1633951,    -0.2406076,     -0.280979,     0.9359831,     0.4821455,    -0.7492408,    -0.6694417,             0,            -0,             0,             0,             0,      1.657263,   0.008600667,      1.142741,             0,    -0.3919121,             0,             9,            -5,   -0.09588761,   -0.09588761,    0.03005783,    0.03005783,    0.03995871,    0.03995871,  -0.003641056,             0,             0,      1.231447,     -3.992378,     0.1961844,       4.70806,    -0.4773318,             0,      -1.95557,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.0342106,             1,    1775191325 
            12,       0.48984,          0.25,            15,      15.00036,     0.0388832,     -3182.327,             0,      6.167213,    -0.1633919,    -0.2406594,    -0.2809803,     0.9415872,     0.4923599,    -0.6457513,    -0.6673166,             0,            -0,             0,             0,             0,      2.317576,   0.009471022,       1.68393,             0,    -0.3805592,             0,             9,            -5,   -0.09784888,   -0.09784888,    0.03153198,    0.03153198,    0.04058595,    0.04058595,  -0.004965801,             0,             0,       1.22775,     -4.042932,     0.2651302,      4.749032,    -0.5213725,             0,      -2.73474,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.04665083,             1,    1775191341 
            12,       0.48984,          0.25,            20,      20.00048,     0.0387783,     -3182.327,             0,      8.245604,     -0.163388,    -0.2407244,     -0.280982,     0.9486204,     0.5051224,     -0.516582,    -0.6646595,             0,            -0,             0,             0,             0,      3.147689,    0.01054194,      2.350825,             0,    -0.3680378,             0,             9,            -5,    -0.1050264,    -0.1050264,    0.03707523,    0.03707523,     0.0288043,     0.0288043,  -0.006621882,             0,             0,       1.22311,     -4.105233,     0.3491833,      4.799525,    -0.5767274,             0,     -3.714273,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.06220112,             1,    1775191358 
            12,       0.48984,          0.25,            27,      27.00065,     0.0385819,     -3182.327,             0,      11.15509,    -0.1633824,    -0.2408159,    -0.2809844,     0.9585119,     0.5230011,    -0.3352225,    -0.6609392,             0,            -0,             0,             0,             0,      4.322811,    0.01208856,      3.311249,             0,    -0.3497734,             0,             9,            -5,   -0.09630344,   -0.09630344,    0.03339079,    0.03339079,    0.01329517,    0.01329517,   -0.00894057,             0,             0,      1.216584,     -4.194961,      0.473109,      4.872243,     -0.653015,             0,     -5.100917,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,    0.08397154,             1,    1775191381 
            12,       0.48984,          0.25,            35,      35.00085,     0.0382878,     -3182.327,             0,       14.4805,    -0.1633757,    -0.2409211,    -0.2809872,     0.9698791,     0.5434534,    -0.1272938,    -0.6566824,             0,            -0,             0,             0,             0,       5.59289,    0.01391376,      4.440535,             0,    -0.3339133,             0,             9,            -5,    -0.1080322,    -0.1080322,    0.03963287,    0.03963287,    0.01613176,    0.01613176,   -0.01159066,             0,             0,      1.209283,     -4.300417,      0.615283,      4.957692,    -0.7463645,             0,      -6.59961,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,      0.108852,             1,    1775191406 
            12,       0.48984,          0.25,            47,      47.00117,     0.0377107,     -3182.327,             0,      19.46776,    -0.1633656,    -0.2410802,    -0.2809914,     0.9870644,     0.5741453,     0.1850909,    -0.6503004,             0,            -0,             0,             0,             0,      7.600145,    0.01669779,      6.160733,             0,    -0.3048384,             0,             9,            -5,    -0.1450186,    -0.1450186,    0.05370236,    0.05370236,  -0.006698466,  -0.006698466,     -0.015566,             0,             0,      1.198098,     -4.461116,     0.8300752,      5.087905,    -0.8901981,             0,     -8.968171,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.1461728,             1,    1775191432 
            12,       0.48984,          0.25,            63,      63.00161,     0.0367003,     -3182.327,             0,      26.11707,    -0.1633519,    -0.2412947,    -0.2809972,      1.010223,     0.6150888,     0.6024429,    -0.6417899,             0,            -0,             0,             0,             0,      10.29305,    0.02048647,      8.496849,             0,    -0.2655546,             0,             9,            -5,    -0.1780442,    -0.1780442,    0.06837845,    0.06837845,   -0.02538545,   -0.02538545,   -0.02086669,             0,             0,      1.183144,     -4.679369,      1.122352,      5.264731,     -1.084503,             0,      -12.1458,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.1959339,             1,    1775191461 
            12,       0.48984,          0.25,            83,      83.00219,     0.0350832,     -3182.327,             0,       34.4285,    -0.1633344,    -0.2415668,    -0.2810046,      1.039569,     0.6662969,      1.125229,    -0.6311484,             0,            -0,             0,             0,             0,      13.63311,    0.02532251,      11.47164,             0,    -0.2183513,             0,             9,            -5,    -0.2123985,    -0.2123985,    0.08610686,    0.08610686,   -0.04701174,   -0.04701174,    -0.0274928,             0,             0,      1.164505,     -4.957281,      1.493951,      5.489854,     -1.332106,             0,     -16.08707,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.2581353,             1,    1775191497 
            12,       0.48984,          0.25,           110,       110.003,     0.0323724,     -3182.327,             0,      45.64908,    -0.1633107,    -0.2419411,    -0.2810145,      1.079894,     0.7354317,      1.831099,     -0.616783,             0,            -0,             0,             0,             0,       18.1217,     0.0318664,      15.49262,             0,    -0.1534377,             0,             9,            -5,    -0.2488916,    -0.2488916,     0.1076896,     0.1076896,   -0.08273188,   -0.08273188,   -0.03643832,             0,             0,      1.139398,     -5.332955,      1.996851,      5.794102,     -1.666087,             0,     -21.38361,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.3421073,             1,    1775191536 
            12,       0.48984,          0.25,           150,      150.0043,     0.0275723,     -3182.327,             0,      62.27211,    -0.1632751,    -0.2425106,    -0.2810295,      1.141145,       0.83791,       2.87881,     -0.595496,             0,            -0,             0,             0,             0,      24.69154,    0.04175326,      21.54727,             0,   -0.05832015,             0,             9,            -5,    -0.3521347,    -0.3521347,     0.1446247,     0.1446247,    -0.1727453,    -0.1727453,   -0.04969135,             0,             0,       1.10239,     -5.898633,       2.75134,      6.252095,     -2.171229,             0,     -29.13602,             0,      27.62346,             0,             0,     -76.18827,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      176.8396,     0.4665108,             1,    1775191581 
